pais,sexo,edad,satisfaccion_vida,situacion_pais,economia_actual,economia_vs12m,economia_12m_futuro,confianza_interpersonal,preferencia_democracia,satisfaccion_democracia,satisfaccion_economia,aprueba_presidente,ideologia_izq_der,justicia_distributiva,nivel_democratico_pais,elecciones_limpias,inmigrantes_ayudan_economia,inmigrantes_compiten_trabajo,inmigrantes_aumentan_crimen,mercado_unico_desarrollo,justicia_no_dura_con_delito,impacto_inmigracion_pais,existe_cambio_climatico,me_importa_medioambiente,obligacion_proteger_medioambiente,importa_impacto_otros,proteger_para_futuras_gen,dispuesto_ahorrar_electricidad,dispuesto_cambiar_alimentacion,derecho_plantas_animales,delincuencia_ult12m,drogadiccion_ult12m,corrupcion_ult12m,corrupcion_0a10,clase_social,suficiencia_ingresos,raza_etnia,educacion_anios,situacion_ocupacional
222.0,Hombre,70.0,Bastante satisfecho/a,Progresando,Buena,Mucho mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Bastante satisfecho/a,1.0,10.0,Justa,10.0,Limpias,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,0.0,Baja,Algo suficiente,Mestizo/a,7.0,Independiente/cuenta propia
222.0,Mujer,40.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Muy satisfecho/a,Bastante satisfecho/a,1.0,10.0,Muy injusta,10.0,Limpias,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó poco,,Disminuyó poco,1.0,Media baja,Nada suficiente,,1.0,Independiente/cuenta propia
222.0,Hombre,26.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Muy satisfecho/a,1.0,10.0,Muy justa,10.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Igual,Disminuyó poco,Disminuyó mucho,3.0,Alta,Muy suficiente,,5.0,Independiente/cuenta propia
222.0,Hombre,26.0,Bastante satisfecho/a,Estancado,Regular,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,6.0,Muy injusta,4.0,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Beneficia,Sí,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó poco,6.0,Media baja,Algo suficiente,Mestizo/a,6.0,Independiente/cuenta propia
222.0,Mujer,52.0,Bastante satisfecho/a,Progresando,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Muy satisfecho/a,1.0,5.0,Justa,10.0,Limpias,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó poco,Disminuyó mucho,10.0,Media baja,Nada suficiente,Negro/a,5.0,Tareas del hogar
222.0,Mujer,37.0,Muy satisfecho/a,Progresando,Buena,Mucho mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Bastante satisfecho/a,1.0,10.0,Justa,10.0,Limpias,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,Aumentó poco,5.0,Media,Algo suficiente,Mestizo/a,14.0,Independiente/cuenta propia
222.0,Hombre,54.0,Muy satisfecho/a,Progresando,Buena,Mucho mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,,Muy satisfecho/a,Muy satisfecho/a,1.0,,Justa,,Limpias,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,5.0,Alta,Poco suficiente,Blanco/a,7.0,Jubilado/a o pensionado/a
222.0,Hombre,52.0,Poco satisfecho/a,Progresando,,Igual,Igual,Se puede confiar en la mayoría,Prefiere democracia,Muy satisfecho/a,Bastante satisfecho/a,1.0,,Muy justa,10.0,Limpias,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Aumentó poco,Igual,0.0,Media baja,Algo suficiente,Indígena,15.0,Independiente/cuenta propia
222.0,Mujer,28.0,Muy satisfecho/a,Progresando,Buena,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Bastante satisfecho/a,Bastante satisfecho/a,1.0,10.0,Justa,10.0,Limpias,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,0.0,Media,Poco suficiente,Mestizo/a,7.0,Tareas del hogar
222.0,Mujer,38.0,Bastante satisfecho/a,En retroceso,Regular,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,1.0,5.0,Justa,4.0,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó poco,Igual,10.0,Media,Algo suficiente,Mestizo/a,13.0,Independiente/cuenta propia
222.0,Mujer,22.0,Bastante satisfecho/a,Progresando,Buena,Mucho mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,10.0,Justa,6.0,Limpias,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,0.0,Media,Algo suficiente,Indígena,6.0,Temporalmente no trabaja
222.0,Mujer,48.0,Bastante satisfecho/a,Progresando,Buena,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,10.0,Justa,10.0,Fraudulentas,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó poco,Igual,Disminuyó poco,10.0,Media,Algo suficiente,Blanco/a,1.0,Tareas del hogar
222.0,Mujer,76.0,Muy satisfecho/a,Progresando,Mala,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Muy satisfecho/a,Poco satisfecho/a,1.0,,Injusta,,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,,Perjudica,Sí,De acuerdo,,,De acuerdo,De acuerdo,,De acuerdo,Disminuyó poco,Disminuyó poco,Disminuyó mucho,4.0,Baja,Poco suficiente,Otra,1.0,Jubilado/a o pensionado/a
222.0,Mujer,47.0,Bastante satisfecho/a,Progresando,,Igual,,Se puede confiar en la mayoría,,Poco satisfecho/a,Poco satisfecho/a,1.0,6.0,Muy justa,3.0,,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Beneficia,No,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Disminuyó poco,,6.0,Alta,Algo suficiente,Indígena,4.0,Independiente/cuenta propia
222.0,Hombre,25.0,Muy satisfecho/a,Progresando,Mala,Igual,Igual,Se puede confiar en la mayoría,Prefiere democracia,Muy satisfecho/a,Muy satisfecho/a,1.0,10.0,Justa,5.0,Limpias,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Igual,Disminuyó mucho,5.0,Media,Algo suficiente,Blanco/a,10.0,Asalariado sector privado
222.0,Hombre,61.0,Poco satisfecho/a,Estancado,Regular,Un poco mejor,Un poco peor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,1.0,10.0,Injusta,6.0,Limpias,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Igual,Igual,Igual,6.0,Media alta,Nada suficiente,Blanco/a,6.0,Independiente/cuenta propia
222.0,Hombre,47.0,Muy satisfecho/a,Progresando,Buena,Mucho mejor,Mucho mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Muy satisfecho/a,Bastante satisfecho/a,1.0,10.0,Justa,10.0,Fraudulentas,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó poco,Disminuyó poco,Disminuyó poco,0.0,Baja,Poco suficiente,Blanco/a,7.0,Independiente/cuenta propia
222.0,Hombre,44.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,5.0,Muy injusta,5.0,Limpias,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,6.0,Media,Algo suficiente,Mestizo/a,12.0,Independiente/cuenta propia
222.0,Hombre,58.0,Poco satisfecho/a,Progresando,Mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,1.0,7.0,Injusta,7.0,Limpias,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Disminuyó poco,Igual,Igual,6.0,Media,Algo suficiente,Mestizo/a,7.0,Independiente/cuenta propia
222.0,Mujer,30.0,Poco satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Muy satisfecho/a,Bastante satisfecho/a,1.0,10.0,Muy justa,10.0,Limpias,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,0.0,Media baja,Poco suficiente,Negro/a,10.0,Independiente/cuenta propia
222.0,Mujer,54.0,Poco satisfecho/a,Progresando,Muy mala,Igual,Mucho peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Nada satisfecho/a,1.0,6.0,Injusta,10.0,Limpias,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Igual,Disminuyó poco,0.0,Baja,Nada suficiente,,4.0,Independiente/cuenta propia
222.0,Hombre,27.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Bastante satisfecho/a,1.0,5.0,Justa,,Limpias,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó poco,Disminuyó poco,Disminuyó poco,5.0,Media,Algo suficiente,Blanco/a,11.0,Independiente/cuenta propia
222.0,Hombre,73.0,Muy satisfecho/a,,Regular,Igual,Mucho mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,,1.0,10.0,Muy justa,10.0,,De acuerdo,,,De acuerdo,,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,De acuerdo,Disminuyó poco,Disminuyó poco,,5.0,Baja,Algo suficiente,Indígena,1.0,Independiente/cuenta propia
222.0,Mujer,43.0,Muy satisfecho/a,Progresando,Muy buena,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Muy satisfecho/a,1.0,10.0,Muy justa,10.0,Fraudulentas,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó poco,Disminuyó poco,Disminuyó poco,0.0,Media baja,Nada suficiente,Indígena,3.0,Tareas del hogar
222.0,Hombre,28.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,1.0,7.0,Justa,7.0,Fraudulentas,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó poco,5.0,Baja,Nada suficiente,Mestizo/a,5.0,Independiente/cuenta propia
222.0,Mujer,63.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,6.0,,,Fraudulentas,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,,Disminuyó mucho,7.0,Baja,Poco suficiente,,5.0,Tareas del hogar
222.0,Hombre,27.0,Muy satisfecho/a,Progresando,Regular,Mucho peor,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Bastante satisfecho/a,Poco satisfecho/a,1.0,,Injusta,5.0,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Aumentó poco,5.0,Media baja,Muy suficiente,Indígena,7.0,Independiente/cuenta propia
222.0,Hombre,23.0,Poco satisfecho/a,Progresando,Regular,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,Poco satisfecho/a,1.0,5.0,Injusta,10.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Disminuyó mucho,Aumentó poco,Igual,,Media baja,Algo suficiente,Mestizo/a,7.0,Independiente/cuenta propia
222.0,Hombre,49.0,Poco satisfecho/a,En retroceso,Mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,2.0,,Muy injusta,1.0,Fraudulentas,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó poco,Igual,Disminuyó poco,7.0,Media baja,Poco suficiente,Indígena,1.0,Independiente/cuenta propia
222.0,Mujer,40.0,Muy satisfecho/a,Estancado,Regular,Igual,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Poco satisfecho/a,1.0,10.0,Injusta,5.0,Fraudulentas,De acuerdo,,Muy en desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Disminuyó mucho,,Aumentó mucho,1.0,Media,Muy suficiente,Indígena,1.0,Tareas del hogar
222.0,Mujer,58.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,Bastante satisfecho/a,1.0,10.0,Muy justa,10.0,Limpias,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,0.0,Media,Nada suficiente,Indígena,7.0,Temporalmente no trabaja
222.0,Mujer,25.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,5.0,Justa,5.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,5.0,,Poco suficiente,,6.0,Independiente/cuenta propia
222.0,Mujer,43.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Poco satisfecho/a,1.0,10.0,Muy justa,10.0,Limpias,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Disminuyó poco,Disminuyó poco,10.0,Baja,Poco suficiente,Mestizo/a,5.0,Tareas del hogar
222.0,Mujer,38.0,Muy satisfecho/a,Progresando,Mala,Un poco mejor,,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Muy satisfecho/a,,,,10.0,Fraudulentas,De acuerdo,,,De acuerdo,,,Sí,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó mucho,,Media baja,Nada suficiente,,12.0,Tareas del hogar
222.0,Hombre,38.0,Bastante satisfecho/a,Progresando,Muy buena,Mucho mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,Muy satisfecho/a,1.0,10.0,Muy justa,10.0,Limpias,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó poco,Disminuyó poco,,Media baja,Muy suficiente,Negro/a,3.0,Asalariado sector privado
222.0,Mujer,23.0,Muy satisfecho/a,Progresando,Regular,Un poco peor,Mucho peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,1.0,6.0,Injusta,5.0,Limpias,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Disminuyó poco,Aumentó poco,4.0,Media baja,Poco suficiente,,12.0,Tareas del hogar
222.0,Hombre,77.0,Poco satisfecho/a,En retroceso,Regular,Igual,Un poco mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Bastante satisfecho/a,Poco satisfecho/a,1.0,1.0,Injusta,2.0,Fraudulentas,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Disminuyó poco,Disminuyó mucho,Igual,3.0,Media alta,Algo suficiente,Asiático/a,3.0,Jubilado/a o pensionado/a
222.0,Mujer,40.0,Poco satisfecho/a,Progresando,Muy mala,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Muy injusta,6.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Beneficia,No,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Aumentó poco,6.0,Baja,Poco suficiente,Mestizo/a,3.0,Tareas del hogar
222.0,Hombre,76.0,Poco satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,10.0,Justa,10.0,Limpias,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Disminuyó mucho,Disminuyó mucho,Disminuyó poco,0.0,Media alta,Algo suficiente,Negro/a,1.0,Jubilado/a o pensionado/a
222.0,Mujer,37.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,7.0,Injusta,7.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Disminuyó mucho,Aumentó poco,Igual,7.0,Media baja,Poco suficiente,Indígena,13.0,Tareas del hogar
222.0,Mujer,38.0,Muy satisfecho/a,Progresando,Mala,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,1.0,7.0,Injusta,6.0,Fraudulentas,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó poco,Disminuyó poco,Igual,,Media,Poco suficiente,Negro/a,1.0,Asalariado sector público
222.0,Hombre,41.0,Bastante satisfecho/a,Progresando,Regular,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Muy satisfecho/a,1.0,5.0,Justa,10.0,Limpias,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,Beneficia,Sí,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Aumentó poco,Aumentó poco,7.0,Media baja,Algo suficiente,Mestizo/a,11.0,Independiente/cuenta propia
222.0,Hombre,55.0,Bastante satisfecho/a,Progresando,,Mucho mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,5.0,Justa,,,De acuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Disminuyó mucho,,Disminuyó mucho,2.0,Media baja,Algo suficiente,Mestizo/a,10.0,Independiente/cuenta propia
222.0,Hombre,51.0,Muy satisfecho/a,Progresando,Buena,Igual,Igual,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Muy satisfecho/a,Bastante satisfecho/a,1.0,10.0,Justa,10.0,Limpias,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó poco,Igual,Aumentó poco,0.0,Media baja,Poco suficiente,,1.0,Independiente/cuenta propia
222.0,Mujer,27.0,Muy satisfecho/a,Estancado,Mala,Igual,Un poco mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Muy satisfecho/a,Poco satisfecho/a,1.0,5.0,Injusta,5.0,Limpias,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Disminuyó mucho,Igual,Disminuyó poco,7.0,Baja,Nada suficiente,Mulato/a,7.0,Temporalmente no trabaja
222.0,Hombre,50.0,Muy satisfecho/a,Progresando,Regular,Igual,Mucho mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,,Muy satisfecho/a,1.0,10.0,Muy justa,5.0,Limpias,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Disminuyó poco,Disminuyó poco,Disminuyó poco,5.0,Media,Poco suficiente,Blanco/a,1.0,Independiente/cuenta propia
